"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5450","Should upload CSV with invalid fields and validate profile fallback values","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","1169","should select only workers on the current page when using Select On This Page option","","2026-05-11","passed","2026-05-11","","Workforce Worker Module - Selection Functionality","",""
"","4130","Verify workers data is downloaded based on applied search filter","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","9930","Verify Clear filter functionality","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","5197","Insights-Company - Verify search Supports Case Insensitivity (Uppercase, Lowercase, Mixed Case)","","2026-05-11","passed","2026-05-11","","Insight Company - Search ","",""
"","797","Insights-Companies - Verify FIRST page disables previous button","","2026-05-11","passed","2026-05-11","","Insights-Companies Module - Pagination","",""
"","3771","Validate the Change Value functionality - Job Title","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","2094","WorkForce-Company - Validate uploading a file with invalid email","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","2240","Verify that removing the 'Issued Date' should disable the 'Issued Date' but should not remove the populated 'Expiry Date'.","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","12360","WorkForce-Company - Should update an existing company certificate","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","3536","Insight-Company - Clicking next week arrow should shift date range forward by 7 days","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","936","marks all password rules as met when password meets every requirement","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","3782","Verify warning message on disabling a disabled user.","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","2769","Insight-Company - Send Alert With Special Characters (Valid Company)","","2026-05-11","passed","2026-05-11","","Insight-Company Module - Send Alert Functionality","",""
"","1455","Should show validation error for missing Last Name","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","4855","WorkForce-Company - Enforces maximum character limit for General Communication messages","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module- Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","1165","Insights-Company - Filter button should be disable until user select any filter option","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","5233","WorkForce-Company - Search Compatibility with Filter Feature (Apply Filter after Search)","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Search","",""
"","3175","Insights-Company - Verify selected company name appears in onsite selection panel","","2026-05-11","passed","2026-05-11","","Insights Company - Company Profile View","",""
"","12860","WorkForce-Company - Send request renewal to the company","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","962","shows errors for both first and last name when left empty on submit","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","1844","Should not allow adding document which expire date is older than issued date","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","1651","Insights-Company - Actual Work-Days filter - only min set should return results greater than or equal to min","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","31493","Verify filtered worker data is downloaded correctly","","2026-05-11","failed","2026-05-11","","Worker Module - overflowMenu","",""
"","2255","WorkForce-Company - Validate uploading a file with invalid phone number","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","3269","Sending an Alert Message with Special Characters","","2026-05-11","passed","2026-05-11","","Worker Alerts & SMS Communication Flow (UI + Twilio Integration)","",""
"","1081","Verify latest worker page added appears at top of favorites list","","2026-05-11","passed","2026-05-11","","Worker Module - Favorites","",""
"","3750","Insights-Company - verify the options button in the filter button (UI random)","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","8422","WorkForce-Company - Displays Yellow warning icon for company documents expiring within 7 days","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","10248","Validating the search functionality - run twice","","2026-05-11","passed","2026-05-11","","Worker Module - Search","",""
"","3146","Insight-Company - Send Alert should Fails When Company Has No Phone","","2026-05-11","passed","2026-05-11","","Insight-Company Module - Send Alert Functionality","",""
"","6047","Insight-Worker either zone Time  or Sensor Time should can be checked but not both at the same time","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","31903","WorkForce-Company - Verify Company Page Accessibility from Favorites","","2026-05-11","failed","2026-05-11","","WorkForce Companies Module - Favourite Page","",""
"","987","Insights-Company - Verify Workforce Variance dialog is visible on Avg Daily Workers graph hover","","2026-05-11","passed","2026-05-11","","Insights Company - Workforce Dashboard Cards","",""
"","1982","WorkForce-Company - should display correct count when a single worker is selected","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Selection Functionality","",""
"","576","shows password required error when password is left empty on submit","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","2106","Should not save document when modal is closed without submitting","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","5888","Insight-Worker clicking on the closing icon ""x"" should close the modal","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","950","marks special character rule as unmet when password has no special character","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","2788","WorkForce-Company - Non existing company","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Search","",""
"","20327","Insights-Company - download for Last 7 Days","","2026-05-11","passed","2026-05-11","","Insights Company Module - Download","",""
"","1679","Insights-Company - Calendar options visible","","2026-05-11","passed","2026-05-11","","Insights-Company Module - Calendar & Download Validation","",""
"","9078","Insight-Company - Clicking on-site today icon on a row with workers should show correct worker count on navigation","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","39526","WorkForce-Company - Should delete multiple companies successfully without workers","","2026-05-11","failed","2026-05-11","","WorkForce Companies Module - overflow menu","",""
"","5307","WorkForce-Company - Verify total workers count matches workers list data - Total Workers On-site","","2026-05-11","passed","2026-05-11","","Companies Module - Worker Stepper","",""
"","9288","Validate adding and updating column settings","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","3941","Validate the value in table should match inside the drawer page","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","1735","WorkForce-Company - Verify clicking page numbers navigates to correct page","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Pagination","",""
"","4688","Verify clicking 'X' cancels the Add New Column drawer","","2026-05-11","passed","2026-05-11","","Worker Module - Column","",""
"","2942","Validates the UI of the Field Settings drawer","","2026-05-11","passed","2026-05-11","","Worker Module - Field Settings","",""
"","962","should display correct total worker count when selecting all workers from action menu","","2026-05-11","passed","2026-05-11","","Workforce Worker Module - Selection Functionality","",""
"","3346","adding with invalid file type","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","1244","Insights-Companies - Verify pagination breaks into pages if 100+ workers exist","","2026-05-11","passed","2026-05-11","","Insights-Companies Module - Pagination","",""
"","2817","WorkForce-Company - Verify adding company while using the camera to capture logo","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Add Company","",""
"","11011","Insights - Validate Most Active Zones","","2026-05-11","passed","2026-05-11","","Insights Company - Insights Company Info-card","",""
"","6771","WorkForce-Company - upload file with multiple valid rows","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","5052","WorkForce-Company - Verify total workers count matches workers list data - Flagged Workers On-site","","2026-05-11","passed","2026-05-11","","Companies Module - Worker Stepper","",""
"","5613","Search triggers API only when at least 3 letters are entered","","2026-05-11","passed","2026-05-11","","Worker Module - Search","",""
"","0","Certificate Type - validates filtered workers correctly","","2026-05-11","skipped","2026-05-11","","Insight Worker - Filter Functionality","",""
"","2248","Verify that updating the worker details and adding the documents and then refreshing the page should redirect to the worker list page without saving.","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","2613","Insights-Company - Workers On-site + Actual Work-Days combined should return correct results (UI only)","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","1245","Insights-Company | Verify selected worker count label disappears when the worker is unchecked","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","5243","Insight-Worker - Verify that the dowbnlod have the date that is in the table calander filter","","2026-05-11","passed","2026-05-11","","Insight Worker - Download","",""
"","1132","Insights-Company - Reverse date selection","","2026-05-11","passed","2026-05-11","","Insights-Company Module - Calendar & Download Validation","",""
"","1562","Insights-Company - Actual Work-Days filter - only max set should return results less than or equal to max","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","1450","Insight-Company - reset the column setting","","2026-05-11","passed","2026-05-11","","Insight-Company Module - column","",""
"","2153","Verify that Yellow or Red color is displayed for workers with unsafe security alerts","","2026-05-11","passed","2026-05-11","","Worker Module - Safety Audit","",""
"","1947","should disable the device and remove it from the field","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","2914","Verifies the Last Seen Location filter works correctly for all rows","","2026-05-11","passed","2026-05-11","","Worker Module - Filter","",""
"","2103","Insights-Company - Verify by default the start date and end date displayed on the download page is same as the one displayed on insight company page.","","2026-05-11","passed","2026-05-11","","Insights Company Module - Download","",""
"","1919","WorkForce-Company - should select only workers on the current page when using Select On This Page option","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Selection Functionality","",""
"","22498","Insights-Company - download for Project Duration","","2026-05-11","failed","2026-05-11","","Insights Company Module - Download","",""
"","4588","Should add a worker via drag-and-drop CSV upload","","2026-05-11","passed","2026-05-11","","Worker Module - File Upload and Download","",""
"","5570","send request renewal to the worker","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","1624","shows last name required error when only last name is missing","","2026-05-11","passed","2026-05-11","","Sign Up","",""
"","4222","Insight-Worker validate daily over time","","2026-05-11","passed","2026-05-11","","Insight-Worker Metrics Summary Info Card","",""
"","3653","should prevent assigning the same device to multiple workers","","2026-05-11","passed","2026-05-11","","Worker Module - Access Control Page Tests","",""
"","36692","WorkForce-Company - Should delete company successfully with no workers","","2026-05-11","failed","2026-05-11","","WorkForce Companies Module - overflow menu","",""
"","1276","Insights-Workers - Last Week selection highlights correct dates","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","34643","Insight-Worker Most active zones for selected worker","","2026-05-11","failed","2026-05-11","","Insight-Worker Insight Worker Info Card","",""
"","1571","Insights-Workers - Navigate between months","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","21442","Insights-Company - download for Last 30 days","","2026-05-11","failed","2026-05-11","","Insights Company Module - Download","",""
"","7251","Insights-workers - Verify sorting functionality","","2026-05-11","passed","2026-05-11","","Insight Worker - Filter Functionality","",""
"","1155","Verify that the 'Disable' button is hidden when no worker is selected in the worker data table.","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","1943","Validate the options in overflow menu","","2026-05-11","passed","2026-05-11","","Worker Module - overflowMenu","",""
"","1554","should display correct tooltip information when clicking the Worker Role info icon","","2026-05-11","passed","2026-05-11","","Worker Module - Personal Details Page","",""
"","2170","WorkForce-Company - Verify that clicking on the back button navigates back to the column setting page.","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - column","",""
"","32696","Verify Safety Audit Alert Filters (All, Resolved, Unresolved) Functionality","","2026-05-11","failed","2026-05-11","","Worker Module - Safety Audit","",""
"","3357","Insights-Company - Verify company full profile opens with correct details","","2026-05-11","passed","2026-05-11","","Insights Company - Company Profile View","",""
"","1608","Insights-Workers - Reverse date selection","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","3778","Insight-Company - Clicking previous week arrow should shift date range back by 7 days","","2026-05-11","passed","2026-05-11","","Insights Companies Module - Selection Functionality","",""
"","5189","Should Validate Retake Picture Functionlity","","2026-05-11","passed","2026-05-11","","Worker Module - Add Worker Tests","",""
"","1811","Insight-Company - save button should be disable when their is no chnage","","2026-05-11","passed","2026-05-11","","Insight-Company Module - column","",""
"","3406","Insight-Worker validate Average daily work hour Graphs","","2026-05-11","failed","2026-05-11","","Insight-Worker Metrics Summary Info Card","",""
"","1627","Should not allow adding worker without Company name","","2026-05-11","passed","2026-05-11","","Worker Module - Add Worker Tests","",""
"","2313","WorkForce-Company - Verify the delete icon is shown on the input box once the file is selected for upload","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - File Upload","",""
"","869","Verify ellipsis (…) appears when total pages exceed threshold","","2026-05-11","passed","2026-05-11","","Worker Module - Pagination","",""
"","7763","WorkForce-Company - Verify sorting functionality","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Filter","",""
"","36232","Insights-Company - Verify Safety Alert filter functionality (Type + Multiple Dates)","","2026-05-11","passed","2026-05-11","","Companies Insights - Filter Functionality","",""
"","5473","Displays red row and red warning icon for documents expired","","2026-05-11","passed","2026-05-11","","Worker Module - Documents Page","",""
"","1392","Insights-Workers - Last 2 Weeks selection highlights correct dates","","2026-05-11","passed","2026-05-11","","Insights-Workers Module - Calendar Validation","",""
"","934","Verify FIRST page disables previous button","","2026-05-11","passed","2026-05-11","","Worker Module - Pagination","",""
"","4237","WorkForce-Company - Verify the UI of the company documents page","","2026-05-11","passed","2026-05-11","","WorkForce Companies Module - Documents Page","",""
"","2273","Verifies that newly checked fields appear at the bottom of checked items or at top if none exist","","2026-05-11","passed","2026-05-11","","Worker Module - Field Settings","",""
